analysis_id,component,condition,n_subjects,peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,latency_frac_area_ms,roi_channels
from1_to_any,P1,1 to 2,3,80.0,57.62818441966789,110.10230887403927,52.47412445437138,0.42611938472049393,76.51878734260815,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any,P1,1 to 3,4,80.0,57.62818441966789,110.10230887403927,52.47412445437138,0.2145238138542833,74.18332135534969,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any,P1,1 to 4,7,80.0,57.62818441966789,110.10230887403927,52.47412445437138,0.6438861490322944,90.28718793619338,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any,N1,1 to 2,3,164.0,136.32972598154484,210.53281544497224,74.2030894634274,-3.439034884574662,159.7786146485315,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any,N1,1 to 3,4,164.0,136.32972598154484,210.53281544497224,74.2030894634274,-2.873486205635822,177.36384446936012,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any,N1,1 to 4,7,164.0,136.32972598154484,210.53281544497224,74.2030894634274,-4.554427737317163,174.97910714390022,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any,P3b,1 to 2,3,512.0,311.8355045937762,547.9667435103072,236.131238916531,-0.8777898153399085,512.0,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
from1_to_any,P3b,1 to 3,4,512.0,311.8355045937762,547.9667435103072,236.131238916531,2.886740188223238,453.37444474167347,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
from1_to_any,P3b,1 to 4,7,512.0,311.8355045937762,547.9667435103072,236.131238916531,1.4020716692657167,455.337813498841,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
