condition,count,mean,std,min,25%,50%,75%,max,sem
Small Ratio 0.33 (1:3),24.0,-2.957595012255691,1.7880853566760635,-7.549064177251072,-4.0830224026239375,-2.616078578649188,-1.753588167080878,-0.2559737235361993,0.36499139503323486
Small Ratio 0.5 (1:2),19.0,-2.6860803609251604,1.8348509418956074,-7.883735310966734,-3.2483609657419903,-2.5945413639381503,-1.5223182821969845,-0.1518309534687308,0.42094367537807226
Small Ratio 0.67 (2:3),24.0,-3.2702329759210884,1.6268650897886001,-6.046461438502158,-4.304241927751114,-3.525264133904538,-2.1484492438257616,-0.0710098706096984,0.3320824458607675
