Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decreasing 3 to 2,Increasing 2 to 3,True,True,-1.7320508075688774,3.0,two-sided,0.18169011381620923,0.995,-1.224744871391589,-2.731899941921583,0.9998491343527053
