Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decreasing 3 to 2,Increasing 2 to 3,True,True,1.0731857208270528,23.0,two-sided,0.29431906025733434,0.359,0.2839012925833089,-0.20823577659690562,0.6463620124747784
