subject,set,included,epoch_count,exclusion_reason
02,1 to 3,True,8,
02,2 to 3,True,6,
02,Cardinality3,True,7,
02,4 to 3,True,6,
02,5 to 3,True,7,
02,6 to 3,True,7,
03,1 to 3,True,6,
03,2 to 3,True,8,
03,Cardinality3,True,5,
03,4 to 3,True,8,
03,5 to 3,True,4,
03,6 to 3,True,7,
04,1 to 3,True,7,
04,2 to 3,True,7,
04,Cardinality3,True,7,
04,4 to 3,True,8,
04,5 to 3,True,6,
04,6 to 3,True,5,
05,1 to 3,True,7,
05,2 to 3,True,6,
05,Cardinality3,True,8,
05,4 to 3,True,7,
05,5 to 3,True,8,
05,6 to 3,True,6,
08,1 to 3,True,5,
08,2 to 3,True,7,
08,Cardinality3,True,6,
08,4 to 3,True,6,
08,5 to 3,True,7,
08,6 to 3,True,2,
09,1 to 3,True,4,
09,2 to 3,True,6,
09,Cardinality3,True,7,
09,4 to 3,True,6,
09,5 to 3,True,7,
09,6 to 3,True,7,
10,1 to 3,True,7,
10,2 to 3,True,5,
10,Cardinality3,True,8,
10,4 to 3,True,8,
10,5 to 3,True,6,
10,6 to 3,True,5,
11,1 to 3,True,6,
11,2 to 3,True,7,
11,Cardinality3,True,5,
11,4 to 3,True,5,
11,5 to 3,True,4,
11,6 to 3,True,6,
12,1 to 3,True,5,
12,2 to 3,True,7,
12,Cardinality3,True,3,
12,4 to 3,True,4,
12,5 to 3,True,5,
12,6 to 3,True,5,
13,1 to 3,True,8,
13,2 to 3,True,8,
13,Cardinality3,True,7,
13,4 to 3,True,7,
13,5 to 3,True,7,
13,6 to 3,True,7,
14,1 to 3,True,7,
14,2 to 3,True,8,
14,Cardinality3,True,6,
14,4 to 3,True,7,
14,5 to 3,True,6,
14,6 to 3,True,6,
15,1 to 3,True,8,
15,2 to 3,True,7,
15,Cardinality3,True,5,
15,4 to 3,True,6,
15,5 to 3,True,8,
15,6 to 3,True,6,
17,1 to 3,True,5,
17,2 to 3,True,5,
17,Cardinality3,True,7,
17,4 to 3,True,8,
17,5 to 3,True,7,
17,6 to 3,True,5,
21,1 to 3,True,7,
21,2 to 3,True,3,
21,Cardinality3,True,5,
21,4 to 3,True,5,
21,5 to 3,True,7,
21,6 to 3,True,7,
22,1 to 3,True,7,
22,2 to 3,True,8,
22,Cardinality3,True,6,
22,4 to 3,True,7,
22,5 to 3,True,7,
22,6 to 3,True,7,
23,1 to 3,True,6,
23,2 to 3,True,6,
23,Cardinality3,True,5,
23,4 to 3,True,7,
23,5 to 3,True,9,
23,6 to 3,True,7,
25,1 to 3,True,5,
25,2 to 3,True,6,
25,Cardinality3,True,8,
25,4 to 3,True,6,
25,5 to 3,True,5,
25,6 to 3,True,6,
26,1 to 3,True,5,
26,2 to 3,True,5,
26,Cardinality3,True,5,
26,4 to 3,True,8,
26,5 to 3,True,8,
26,6 to 3,True,8,
27,1 to 3,True,9,
27,2 to 3,True,7,
27,Cardinality3,True,8,
27,4 to 3,True,6,
27,5 to 3,True,7,
27,6 to 3,True,7,
28,1 to 3,True,7,
28,2 to 3,True,7,
28,Cardinality3,True,3,
28,4 to 3,True,5,
28,5 to 3,True,5,
28,6 to 3,True,7,
29,1 to 3,True,7,
29,2 to 3,True,4,
29,Cardinality3,True,6,
29,4 to 3,True,7,
29,5 to 3,True,9,
29,6 to 3,True,5,
31,1 to 3,True,6,
31,2 to 3,True,6,
31,Cardinality3,True,5,
31,4 to 3,True,6,
31,5 to 3,True,7,
31,6 to 3,True,6,
32,1 to 3,True,5,
32,2 to 3,True,6,
32,Cardinality3,True,7,
32,4 to 3,True,8,
32,5 to 3,True,8,
32,6 to 3,True,8,
33,1 to 3,True,6,
33,2 to 3,True,8,
33,Cardinality3,True,6,
33,4 to 3,True,6,
33,5 to 3,True,6,
33,6 to 3,True,6,
