condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 4,22.0,169.0909090909091,16.523890614469735,144.0,160.0,168.0,175.0,204.0,3.522905315986695
2 to 4,22.0,171.27272727272728,15.498638398510762,144.0,160.0,172.0,183.0,196.0,3.3043208090990643
3 to 4,22.0,164.54545454545453,16.014063083746624,144.0,150.0,164.0,176.0,204.0,3.414209721218716
5 to 4,23.0,173.3913043478261,19.054322178337628,144.0,160.0,176.0,184.0,204.0,3.973100824270797
6 to 4,24.0,173.0,20.095424527899922,144.0,155.0,174.0,188.0,204.0,4.101961354830362
Cardinality4,22.0,171.27272727272728,19.928877870070185,144.0,157.0,166.0,186.0,204.0,4.248851038062435
