condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 4,13.0,-2.6842215967524794,1.3768358849948092,-4.455107902791341,-3.817918761522112,-2.408754025248519,-1.6700899827452764,-0.4426620449034498,0.38186556778827885
2 to 4,16.0,-2.650032757963373,1.6427538805245745,-6.143868588060331,-3.333892913004303,-2.259054558298879,-1.7190002382585954,-0.4344015233672659,0.4106884701311436
3 to 4,17.0,-2.210877222023387,1.5820155875785546,-5.415187366509326,-2.6437258283491945,-1.7778512847377757,-1.1164708171119997,-0.4016039847199423,0.3836951393505863
5 to 4,15.0,-2.9323191534998805,1.8803249832617872,-7.018345947959356,-3.1131157010142485,-2.5716547290528182,-1.6019153560718125,-0.4025963773744979,0.48549782304204286
6 to 4,18.0,-2.717909043871395,1.6421035200597642,-7.384079357695899,-3.3406456947887815,-2.2455477473731817,-1.7336035111224353,-1.052716664293244,0.38704751148151967
Cardinality4,14.0,-2.664927835509821,1.5274200370980737,-6.843577137777803,-2.986010657489564,-2.5810882486180904,-1.8785332184613694,-0.645594010648389,0.4082201760367525
