subject_id,condition,p1_peak_uv,p1_latency_ms,n1_peak_uv,n1_latency_ms,p2p_amplitude_uv,n_epochs,window_p1_start_ms,window_p1_end_ms,window_n1_start_ms,window_n1_end_ms
14,Increasing 1 to 3,-0.3434143937085718,120.0,-4.970240543545653,156.0,4.626826149837082,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
14,Decreasing 3 to 1,-0.054589628638180634,124.0,-3.0445213903370716,204.0,2.989931761698891,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
15,Increasing 1 to 3,0.8454345560616372,108.0,-6.428171690604542,172.0,7.27360624666618,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
15,Decreasing 3 to 1,2.8937874201662113,92.0,-1.8371096041152672,180.0,4.730897024281479,3,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
17,Increasing 1 to 3,3.9367707980244515,116.0,-7.318681991130276,180.0,11.255452789154727,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
17,Decreasing 3 to 1,11.072713963287441,116.0,-1.3082440717945611,172.0,12.380958035082003,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
21,Increasing 1 to 3,2.9258880406919094,92.0,-5.985876563154932,156.0,8.91176460384684,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
21,Decreasing 3 to 1,3.6382948759004403,124.0,-8.541260527455549,196.0,12.17955540335599,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
22,Increasing 1 to 3,-3.654992417980545,92.0,-7.803263530910661,144.0,4.148271112930116,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
22,Decreasing 3 to 1,2.4073709623158552,116.0,-0.1206533056473393,172.0,2.5280242679631946,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
23,Increasing 1 to 3,0.5562348057298697,108.0,-12.297590222201956,164.0,12.853825027931826,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
23,Decreasing 3 to 1,3.975539945475549,92.0,-7.465062364569577,172.0,11.440602310045126,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
25,Increasing 1 to 3,-0.19278208142589423,92.0,-12.103907079114059,144.0,11.911124997688164,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
25,Decreasing 3 to 1,3.9058325964548044,104.0,-2.930366613154456,156.0,6.83619920960926,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
26,Increasing 1 to 3,1.849657978254714,100.0,-6.7930706991360585,168.0,8.642728677390773,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
26,Decreasing 3 to 1,2.8961008794421774,112.0,-6.462733749558318,176.0,9.358834629000494,4,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
27,Increasing 1 to 3,0.6313304558213144,92.0,-2.556767284968409,220.0,3.1880977407897237,8,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
27,Decreasing 3 to 1,1.28491460694743,124.0,-1.4026747857836417,200.0,2.6875893927310717,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
28,Increasing 1 to 3,3.254659527484623,108.0,-5.7933866537616785,160.0,9.048046181246301,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
28,Decreasing 3 to 1,3.7338770231386893,112.0,-4.8587547945823255,188.0,8.592631817721015,4,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
29,Increasing 1 to 3,0.6447249593088681,92.0,-7.11020770048079,144.0,7.754932659789658,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
29,Decreasing 3 to 1,2.38947772099942,124.0,-1.9137425161331167,184.0,4.303220237132537,7,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
31,Increasing 1 to 3,3.2007843623319694,108.0,-3.5701036666242465,200.0,6.770888028956216,6,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
31,Decreasing 3 to 1,4.056363839278779,120.0,-2.1495767979990688,188.0,6.205940637277848,8,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
32,Increasing 1 to 3,-0.011478901277149876,92.0,-6.424632142213347,156.0,6.413153240936197,5,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
32,Decreasing 3 to 1,1.5356776680135042,116.0,-2.4596727562733696,164.0,3.995350424286874,8,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
33,Increasing 1 to 3,0.2622201172363012,104.0,-5.543787613181973,144.0,5.806007730418274,4,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
33,Decreasing 3 to 1,1.8225236637877746,108.0,-6.901843163207569,168.0,8.724366826995343,2,89.56133181449343,124.69669505024913,143.17902704961824,221.03589847332705
