Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decrease by 3 (Correct),Decrease by 3 (Incorrect),True,True,-0.04803660365423372,13.0,two-sided,0.9624172214298771,0.27,-0.01537604645250477,-0.5902449233967328,0.5645682786969621
