Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,5.419316517916817,3,1.8064388393056057,0.3123934687094283,0.8162923114131126,0.694313648964217,0.010893922765055256,0.5519344597023673,False,0.24678128272993144,0.005966545615101697
Error,225.5204470950335,39,5.78257556653932,,,,,,,,
