subject,set,included,epoch_count,exclusion_reason
02,1 to 2,True,7,
02,2 to 3,True,6,
02,3 to 4,True,7,
02,4 to 5,True,5,
02,5 to 6,True,7,
03,1 to 2,True,7,
03,2 to 3,True,8,
03,3 to 4,True,8,
03,4 to 5,True,4,
03,5 to 6,True,6,
04,1 to 2,True,6,
04,2 to 3,True,7,
04,3 to 4,True,9,
04,4 to 5,True,8,
04,5 to 6,True,7,
05,1 to 2,True,7,
05,2 to 3,True,6,
05,3 to 4,True,8,
05,4 to 5,True,5,
05,5 to 6,True,5,
08,1 to 2,True,7,
08,2 to 3,True,7,
08,3 to 4,True,5,
08,4 to 5,True,8,
08,5 to 6,True,5,
09,1 to 2,True,7,
09,2 to 3,True,6,
09,3 to 4,True,7,
09,4 to 5,True,3,
09,5 to 6,True,5,
10,1 to 2,True,7,
10,2 to 3,True,5,
10,3 to 4,True,6,
10,4 to 5,True,7,
10,5 to 6,True,8,
11,1 to 2,True,3,
11,2 to 3,True,7,
11,3 to 4,True,7,
11,4 to 5,True,8,
11,5 to 6,True,6,
12,1 to 2,True,4,
12,2 to 3,True,7,
12,3 to 4,True,5,
12,4 to 5,True,9,
12,5 to 6,True,7,
13,1 to 2,True,6,
13,2 to 3,True,8,
13,3 to 4,True,8,
13,4 to 5,True,7,
13,5 to 6,True,7,
14,1 to 2,True,6,
14,2 to 3,True,8,
14,3 to 4,True,6,
14,4 to 5,True,6,
14,5 to 6,True,6,
15,1 to 2,True,7,
15,2 to 3,True,7,
15,3 to 4,True,6,
15,4 to 5,True,4,
15,5 to 6,True,7,
17,1 to 2,True,5,
17,2 to 3,True,5,
17,3 to 4,True,8,
17,4 to 5,True,5,
17,5 to 6,True,4,
21,1 to 2,True,5,
21,2 to 3,True,3,
21,3 to 4,True,6,
21,4 to 5,True,6,
21,5 to 6,True,7,
22,1 to 2,True,2,
22,2 to 3,True,8,
22,3 to 4,True,7,
22,4 to 5,True,6,
22,5 to 6,True,7,
23,1 to 2,True,7,
23,2 to 3,True,6,
23,3 to 4,True,8,
23,4 to 5,True,8,
23,5 to 6,True,5,
25,1 to 2,True,8,
25,2 to 3,True,6,
25,3 to 4,True,7,
25,4 to 5,True,8,
25,5 to 6,True,4,
26,1 to 2,True,8,
26,2 to 3,True,5,
26,3 to 4,True,7,
26,4 to 5,True,7,
26,5 to 6,True,7,
27,1 to 2,True,6,
27,2 to 3,True,7,
27,3 to 4,True,7,
27,4 to 5,True,6,
27,5 to 6,True,6,
28,1 to 2,True,5,
28,2 to 3,True,7,
28,3 to 4,True,8,
28,4 to 5,True,5,
28,5 to 6,True,8,
29,1 to 2,True,6,
29,2 to 3,True,4,
29,3 to 4,True,7,
29,4 to 5,True,7,
29,5 to 6,True,6,
31,1 to 2,True,7,
31,2 to 3,True,6,
31,3 to 4,True,9,
31,4 to 5,True,6,
31,5 to 6,True,6,
32,1 to 2,True,6,
32,2 to 3,True,6,
32,3 to 4,True,9,
32,4 to 5,True,5,
32,5 to 6,True,4,
33,1 to 2,True,8,
33,2 to 3,True,8,
33,3 to 4,True,6,
33,4 to 5,True,6,
33,5 to 6,True,7,
