Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decreasing 2 to 1,Increasing 1 to 2,True,True,3.833145199688477,9.0,two-sided,0.004008369283476895,12.988,1.5323966927033121,0.2699781450229294,2.1543157416083774
