analysis_id,component,condition,n_subjects,peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,roi_channels
32_23,P1,Increasing 2 to 3,24,112.0,74.23973291845363,125.10297283633253,50.8632399178789,0.8429492437385275,E71;E75;E76;E70;E83;E74;E81;E82
32_23,P1,Decreasing 3 to 2,24,112.0,74.23973291845363,125.10297283633253,50.8632399178789,0.007714081181029347,E71;E75;E76;E70;E83;E74;E81;E82
32_23,N1,Increasing 2 to 3,24,172.0,136.9034493129937,213.81824439309702,76.91479508010332,-2.6039112802365985,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
32_23,N1,Decreasing 3 to 2,24,172.0,136.9034493129937,213.81824439309702,76.91479508010332,-3.1306591310419507,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
32_23,P3b,Increasing 2 to 3,24,464.0,443.73176098472027,483.65496760414135,39.92320661942108,1.7380165551696614,E62;E78;E77;E72;E67;E61;E54;E55;E79
32_23,P3b,Decreasing 3 to 2,24,464.0,443.73176098472027,483.65496760414135,39.92320661942108,1.987605150102559,E62;E78;E77;E72;E67;E61;E54;E55;E79
