Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,30.532599363006263,2,15.266299681503131,0.1558181046838418,0.8566508839017919,0.7510415594140776,0.0034886503921544815,0.616453180342381,False,0.3778167882196796,0.0076985025692959995
Error,2155.4529473614957,22,97.97513397097708,,,,,,,,
