Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,19.838603849053495,3,6.612867949684499,2.21726611117185,0.10458104852570689,0.13568829350174624,0.06017367865643088,0.6346291528254542,False,0.31837125176005826,0.04999724395138385
Error,98.42059157448372,33,2.982442168923749,,,,,,,,
