condition,count,mean,std,min,25%,50%,75%,max,sem
3 to 6,23.0,-7.1070538009039,2.7744683712618734,-12.756613574064035,-9.045935255927583,-7.040611071954626,-5.094030930860748,-3.0524659150531708,0.5785166467535561
4 to 6,22.0,-6.923466890669537,3.5884561055757045,-16.086970707323204,-7.387639231022261,-6.350789092204568,-4.2922808564345525,-3.111005515787161,0.765061412319404
5 to 6,12.0,-7.255889053656804,2.8892913573966217,-12.769968305800996,-8.357163123139738,-7.767945745993607,-6.222386546503948,-1.4253915610010643,0.8340665714800993
6 to 6,22.0,-5.955729967950379,2.7397606454915664,-11.142575194920388,-7.536311622527135,-5.585204960147285,-4.194202556488263,-1.043988318223979,0.5841189322617116
