analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
from2_to_any_ACC1,2 to 1,2.2610565574484993,-2.4962079646702384,4.757264522118738,120.0,176.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from2_to_any_ACC1,2 to 2,0.42267462243431103,-3.329831534550057,3.752506156984368,88.0,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from2_to_any_ACC1,2 to 3,0.9405858918343432,-3.4995867840545007,4.440172675888844,100.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from2_to_any_ACC1,2 to 4,2.132674986906607,-4.287450164895722,6.420125151802329,104.0,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from2_to_any_ACC1,2 to 5,1.3873217946465788,-4.8364061909268194,6.223727985573398,104.0,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
