analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
prime_44,4a,0.8306151322930695,-5.056061759437102,5.886676891730172,100.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_44,4b,1.2000406632771181,-3.989509148134719,5.189549811411837,100.0,188.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_44,4c,3.024534739314959,-4.4075839645486585,7.432118703863617,104.0,156.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_44,4d,0.727275788591995,-3.3797214865594527,4.106997275151448,116.0,176.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
