Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,1776.5333333333347,4,444.13333333333367,2.336545792796368,0.06117981762098032,0.08558383205280769,0.04660713098898489,0.704474909384438,False,0.38020861146380036,0.014265133723216585
Error,17487.466666666653,92,190.0811594202897,,,,,,,,
