Source,SS,DF,MS,F,p-unc,ng2,eps
condition,2003.2000000000094,2,1001.6000000000047,1.072180083190609,0.3558995649754858,0.03218508997429321,0.9033494285660864
Error,26156.80000000001,28,934.1714285714289,,,,
