Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,18.95791557459885,5,3.79158311491977,1.2109379334337484,0.3163007788646184,0.32104200644598335,0.048140666002637125,0.5875769373572645,False,0.05224776468390532,0.023713515982968735
Error,172.21119725703647,55,3.131112677400663,,,,,,,,
