Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen,ci_lower,ci_upper
condition,Cardinality1,Cardinality2,True,True,1.8106342636009105,23.0,two-sided,0.08328148526329054,0.22396662855941682,fdr_bh,0.876,0.5381911781097849,-0.06685089998523602,0.8060392427556033
condition,Cardinality1,Cardinality3,True,True,1.2694349011087045,23.0,two-sided,0.2169811552753062,0.32547173291295933,fdr_bh,0.438,0.3827590982183168,-0.17017028500399667,0.6884149132367883
condition,Cardinality1,Cardinality4,True,True,1.1762051889940552,23.0,two-sided,0.25154395723122597,0.3271796883900935,fdr_bh,0.397,0.27200132453141446,-0.1882131043579088,0.6683968619994568
condition,Cardinality1,Cardinality5,True,True,3.9895230203261716,23.0,two-sided,0.0005773680199222307,0.008660520298833461,fdr_bh,56.842,1.0783715287699434,0.3270896654647277,1.3016262873496591
condition,Cardinality1,Cardinality6,True,True,2.8919952219248852,23.0,two-sided,0.008223215407585175,0.041475646523582495,fdr_bh,5.709,0.7173154027515436,0.13275148519067947,1.047900620189815
condition,Cardinality2,Cardinality3,True,True,-0.6401843996644799,23.0,two-sided,0.5283793482070577,0.6096684787004512,fdr_bh,0.259,-0.16393346848679188,-0.5547389219293151,0.2933847351846567
condition,Cardinality2,Cardinality4,True,True,-1.1505394418246793,23.0,two-sided,0.2617437507120748,0.3271796883900935,fdr_bh,0.387,-0.25694515155531866,-0.6628988180579963,0.19319305782182375
condition,Cardinality2,Cardinality5,True,True,1.5092279399765614,23.0,two-sided,0.1448565348541192,0.2716060028514735,fdr_bh,0.581,0.44116319673356735,-0.12409591619211907,0.740235642607848
condition,Cardinality2,Cardinality6,True,True,0.5312330834549513,23.0,two-sided,0.6003505493603615,0.6432327314575301,fdr_bh,0.244,0.13470692858014144,-0.31506496319690536,0.5319399613552359
condition,Cardinality3,Cardinality4,True,True,-0.369639910407868,23.0,two-sided,0.7150324352920759,0.7150324352920759,fdr_bh,0.228,-0.09936835428848133,-0.4983159632641675,0.34741110175294
condition,Cardinality3,Cardinality5,True,True,2.8757153498067534,23.0,two-sided,0.008539682726727574,0.041475646523582495,fdr_bh,5.53,0.6411878131315335,0.12980967153523731,1.0441962038840595
condition,Cardinality3,Cardinality6,True,True,1.3339301434135011,23.0,two-sided,0.19528598707760625,0.32547173291295933,fdr_bh,0.471,0.3135629483999128,-0.15773108246979856,0.702305783116576
condition,Cardinality4,Cardinality5,True,True,2.7634003676524213,23.0,two-sided,0.011060172406288666,0.041475646523582495,fdr_bh,4.45,0.7321225567766539,0.10946377592789702,1.0186897000334145
condition,Cardinality4,Cardinality6,True,True,1.7709781580707415,23.0,two-sided,0.08981755684995477,0.22396662855941682,fdr_bh,0.827,0.408495040737503,-0.07434080864315701,0.7973396141243783
condition,Cardinality5,Cardinality6,True,True,-1.6901087405228035,23.0,two-sided,0.10451775999439451,0.22396662855941682,fdr_bh,0.738,-0.32210113557253484,-0.7796377859257273,0.08965378190926016
