Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen,ci_lower,ci_upper
condition,4 to 1,4 to 2,True,True,0.4525409500515248,4.0,two-sided,0.6743371460991125,0.768179156376502,fdr_bh,0.432,0.12671313429881678,-1.1358867700911603,0.2022874471223607
condition,4 to 1,4 to 3,True,True,1.3602180980558496,4.0,two-sided,0.2453708504280902,0.6134271260702254,fdr_bh,0.745,1.0984946898186507,-0.06156152295735162,1.720767814754589
condition,4 to 1,4 to 5,True,True,1.6450554705420888,4.0,two-sided,0.17530363581744207,0.6134271260702254,fdr_bh,0.928,0.9508089584053159,-0.18401862243887857,1.2522297417892818
condition,4 to 1,4 to 6,True,True,0.48051647311119117,4.0,two-sided,0.6559589603266035,0.768179156376502,fdr_bh,0.437,0.33820825134528054,-0.46830896521998283,1.1078348159734273
condition,4 to 2,4 to 3,True,True,1.4593746047779113,4.0,two-sided,0.2182308096482561,0.6134271260702254,fdr_bh,0.803,0.9729030576921165,-0.07333822811125468,1.5377684391272677
condition,4 to 2,4 to 5,True,True,1.9494228701491676,4.0,two-sided,0.12303866350108027,0.6134271260702254,fdr_bh,1.18,0.7752658870737021,0.2354940519955392,2.0866073997224066
condition,4 to 2,4 to 6,True,True,0.42699763415694686,4.0,two-sided,0.6913612407388519,0.768179156376502,fdr_bh,0.428,0.26693450165153854,-0.361920040435335,1.4241468203527705
condition,4 to 3,4 to 5,True,True,-0.8648588525331097,4.0,two-sided,0.4359005975134271,0.768179156376502,fdr_bh,0.529,-0.45144411348741625,-0.7664068638237396,0.9077205497676768
condition,4 to 3,4 to 6,True,True,-0.6868488431117463,4.0,two-sided,0.529926531832739,0.768179156376502,fdr_bh,0.479,-0.34270825200684124,-1.121778724382217,0.7443117338548206
condition,4 to 5,4 to 6,True,True,-0.214917833636982,4.0,two-sided,0.8403441393528889,0.8403441393528889,fdr_bh,0.405,-0.10524561316738049,-1.1272209166641862,0.45316766716275275
