Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,32.560727185171324,2,16.280363592585662,1.3222801965086977,0.27851087240394506,0.2730840424221023,0.008025734753648681,0.6704532252166276,False,0.5084716392006616,0.002271959630628199
Error,467.8689268369344,38,12.312340179919326,,,,,,,,
