condition,count,mean,std,min,25%,50%,75%,max,sem
Increasing Crossover,24.0,170.83333333333334,20.750414698143445,136.0,158.0,168.0,183.0,208.0,4.235660663466639
Increasing Large,24.0,168.16666666666666,20.98377565119562,136.0,152.0,164.0,188.0,200.0,4.28329526853892
Increasing Small,24.0,171.5,20.945062715922173,140.0,160.0,168.0,182.0,208.0,4.275393023716812
