condition,count,mean,std,min,25%,50%,75%,max,sem
56 Correct,11.0,-3.7671557668035565,3.073056619352175,-9.739659084308707,-5.641348074736386,-3.667325729683112,-0.9199921211805122,-0.1388911753822457,0.926561433264471
56 Incorrect,22.0,-4.5248424503755365,2.0767647718195343,-8.608781285089414,-5.803191856183758,-4.269806032008817,-3.4221015200221006,-1.0141139683052276,0.44276773705402056
