Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,4.578723014978585,3,1.5262410049928616,1.39388835527412,0.2520180767874797,0.2584467696884793,0.009781011015530647,0.5544483538296187,False,0.06803371286906322,2.8919835487919487e-11
Error,75.55169604942802,69,1.094952116658377,,,,,,,,
