Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,125.83333333333407,3,41.94444444444469,0.47490769861890053,0.7007706989565251,0.6151152216488546,0.008458909864993607,0.6323991778425643,False,0.0447897406625296,3.923328354057334e-13
Error,6094.166666666668,69,88.32125603864736,,,,,,,,
