Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,31.723425969900866,3,10.57447532330029,6.1339924370790895,0.0009265930719049476,0.008346402158817613,0.028067374604312564,0.5282223840008381,False,0.06544232827699159,1.9417821610369076e-11
Error,118.95006470780106,69,1.723913981272479,,,,,,,,
