Source,SS,DF,MS,F,p-unc,ng2,eps
condition,166.0844415512978,1,166.0844415512978,2.215387138697327,0.15608510477158874,0.03683357452164033,1.0
Error,1199.497378315249,16,74.96858614470307,,,,
