Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Small_Decreasing,Small_Increasing,True,True,1.0984588070678074,23.0,two-sided,0.2833705719028219,0.368,0.27927517208373115,-0.20331542970946725,0.6517593598398739
