Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Acc1 (correct),Acc1 (incorrect),True,True,1.302055619860113,22.0,two-sided,0.20636561357487704,0.461,0.28450083519469005,-0.1688316999008037,0.711826429190509
