condition,count,mean,std,min,25%,50%,75%,max,sem
Acc1 (correct),24.0,482.1666666666667,31.318374474262626,428.0,468.0,476.0,503.0,532.0,6.392836419612401
Acc1 (incorrect),24.0,482.5,32.66296932640067,436.0,452.0,478.0,508.0,532.0,6.667300694488335
