analysis_id,component,condition,n_subjects,collapsed_peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,peak_amplitude_roi,latency_frac_area_ms,latency_peak_ms,roi_channels
prime_11,P1,1a,20,120.0,97.05290192831717,146.75427060673545,49.70136867841828,1.312415978784477,1.9903958703781248,121.90623251418549,120.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_11,P1,1b,22,120.0,97.05290192831717,146.75427060673545,49.70136867841828,2.4784947523778844,3.2588990663186146,122.96311194722401,124.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_11,P1,1c,22,120.0,97.05290192831717,146.75427060673545,49.70136867841828,1.6832440438234915,2.4175112853601943,116.56015518434846,108.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_11,P1,1d,21,120.0,97.05290192831717,146.75427060673545,49.70136867841828,1.9156481186154026,2.383220065912798,122.91069313713821,124.0,E71;E75;E76;E70;E83;E74;E81;E82
prime_11,N1,1a,20,180.0,155.91772902392924,204.04671473318905,48.12898570925981,-0.6233435221444453,-1.2250590159129346,182.17284263167562,184.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_11,N1,1b,22,180.0,155.91772902392924,204.04671473318905,48.12898570925981,-1.0076063190423723,-1.786407592118446,175.68170875992413,176.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_11,N1,1c,22,180.0,155.91772902392924,204.04671473318905,48.12898570925981,-1.4969447578607138,-1.848791962504704,176.47314392464224,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_11,N1,1d,21,180.0,155.91772902392924,204.04671473318905,48.12898570925981,-1.7405551840696398,-2.7566692621402296,185.27964509976388,188.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
prime_11,Fz,1a,20,108.0,91.12231892321552,136.69941727895173,45.57709835573621,0.8535599910107144,0.4112599895539916,108.0,116.0,E11;E4;E5;E12;E19;E18;E16;E10
prime_11,Fz,1b,22,108.0,91.12231892321552,136.69941727895173,45.57709835573621,-1.1205197649511944,-1.4634048901315238,117.25640150253722,124.0,E11;E4;E5;E12;E19;E18;E16;E10
prime_11,Fz,1c,22,108.0,91.12231892321552,136.69941727895173,45.57709835573621,-0.8830162332451654,-1.3598826392333059,108.49832609376001,100.0,E11;E4;E5;E12;E19;E18;E16;E10
prime_11,Fz,1d,21,108.0,91.12231892321552,136.69941727895173,45.57709835573621,-1.1006159907477258,-1.3284905260584896,112.50256225086368,104.0,E11;E4;E5;E12;E19;E18;E16;E10
