condition,count,mean,std,min,25%,50%,75%,max,sem
3 to 1,20.0,479.2660561194756,13.669228276963254,458.7781298500219,471.37663792903544,475.3017335930797,483.28812821233174,511.8678185248196,3.056532362725217
4 to 2,19.0,475.5513866543876,17.415223763929408,431.9746871313241,468.0261388959076,477.57121600262207,483.7477194525157,501.9940532250971,3.995326340321911
5 to 3,20.0,471.5293745009515,18.407412568092017,421.850183563041,462.46674477734985,476.75268946279544,482.1405980043443,495.7035012893687,4.116022579213772
6 to 4,19.0,481.95573962544137,23.939987486647933,434.31261356897886,473.12670551283935,480.215166447864,495.1121875049648,533.0239369958442,5.492209798101398
