analysis_id,component,condition,n_subjects,peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,latency_frac_area_ms,roi_channels
13_31_ACC1,P1,Increasing 1 to 3,2,116.0,73.19837513919222,135.9210635419884,62.722688402796166,0.8644280056335759,91.37396767527606,E71;E75;E76;E70;E83;E74;E81;E82
13_31_ACC1,P1,Decreasing 3 to 1,3,116.0,73.19837513919222,135.9210635419884,62.722688402796166,1.105920830873587,117.94006345410877,E71;E75;E76;E70;E83;E74;E81;E82
13_31_ACC1,N1,Increasing 1 to 3,2,184.0,148.15434739537244,219.78419953444762,71.62985213907518,-2.9752563422816256,180.17447142829846,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
13_31_ACC1,N1,Decreasing 3 to 1,3,184.0,148.15434739537244,219.78419953444762,71.62985213907518,-0.13892944870545013,192.20035475533712,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
13_31_ACC1,P3b,Increasing 1 to 3,2,460.0,426.78086811818923,546.7421781060791,119.96130998788988,4.503438923299422,486.69556859917253,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
13_31_ACC1,P3b,Decreasing 3 to 1,3,460.0,426.78086811818923,546.7421781060791,119.96130998788988,5.998305701010093,482.8959197402937,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
