Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
2 to 1 - 3 to 2,15.42440027642509,8.773902847993902,1.757986217040434,0.07874985452256511,0.3886844871154747
2 to 1 - 4 to 3,23.590923074797328,8.743579308975571,2.6980853310932367,0.006973956186603347,0.06104290296941533
2 to 1 - 5 to 4,6.1058316362507545,8.740064523220305,0.6986025812542905,0.4848004301350115,0.7435625167989334
2 to 1 - 6 to 5,-6.823441173657697,10.012574353808805,-0.6814871912598627,0.4955632688329161,0.7435625167989334
3 to 2 - 4 to 3,8.166522798372238,8.79946758897825,0.9280701037641409,0.3533712062979002,0.7435625167989334
3 to 2 - 5 to 4,-9.318568640174334,8.777256191452159,-1.0616721714525479,0.28838453703561373,0.7435625167989334
3 to 2 - 6 to 5,-22.247841450082788,9.941875769358171,-2.237791133807244,0.02523467887093478,0.184919392621685
4 to 3 - 5 to 4,-17.485091438546572,8.742589910814749,-1.9999898905148443,0.045501355549143474,0.27818282464770916
4 to 3 - 6 to 5,-30.414364248455023,10.04821082957982,-3.0268437599777993,0.002471216533349141,0.02443915750286834
5 to 4 - 6 to 5,-12.92927280990845,10.017484909706058,-1.2906705551790878,0.19681793901266387,0.6657510898574329
