Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,278.0,4,69.5,1.254059906171057,0.29806736343793466,0.3017959943666497,0.04797238999137187,0.6731199921422221,False,0.255167164943245,0.03277729381616389
Error,3325.200000000001,60,55.42000000000002,,,,,,,,
