Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,10714.4,4,2678.6,2.878711579205946,0.04086998324585389,0.09497381471940418,0.2407167763039649,0.46452316482541756,False,0.029157057785230124,0.03003334157976494
Error,26053.599999999988,28,930.4857142857138,,,,,,,,
