analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
12_13_ACC1,1 to 2,0.3672632730394565,-3.5484948265956104,3.9157580996350667,84.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
12_13_ACC1,1 to 3,0.5708721219480226,-4.514153896652149,5.085026018600172,88.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
