Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,46 Correct,46 Incorrect,True,True,-0.48968732813419474,16.0,two-sided,0.6310012295417573,0.277,-0.1502588414008843,-0.6347290894371788,0.3971958450343812
