condition,count,mean,std,min,25%,50%,75%,max,sem
46 Correct,15.0,-2.901496544827421,1.4851597152544616,-5.802404046862381,-4.069744159640173,-2.8106348550945777,-1.7484038588409674,-0.3563410261779935,0.38346658957591195
46 Incorrect,9.0,-2.5191879535274118,1.2174092970893378,-4.441213967537092,-3.4314465207231595,-1.9460979265529987,-1.6148238844535583,-1.008919234435765,0.40580309902977924
