condition,count,mean,std,min,25%,50%,75%,max,sem
Increasing Crossover (no 1),22.0,167.27272727272728,17.83036953969485,136.0,154.0,166.0,179.0,204.0,3.8014475587481975
Increasing Large (no 1),22.0,167.63636363636363,18.798544661363586,136.0,152.0,168.0,180.0,200.0,4.007863188245654
Increasing Small (no 1),22.0,170.9090909090909,18.970927860705807,136.0,157.0,166.0,184.0,204.0,4.044615409833087
