Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,6.0801643591017065,2,3.0400821795508532,2.505374598661904,0.09504410659839811,0.11954743350239726,0.0443841239384575,0.6442989525610447,False,0.4479254606498019,0.0007258581223515724
Error,46.11011977395803,38,1.213424204577843,,,,,,,,
