Contrast,A,B,Paired,Parametric,dof,alternative,p-adjust,BF10,ci_lower,ci_upper
condition,3a,3b,True,True,0.0,two-sided,fdr_bh,nan,-0.6924165385592748,1.1851304677729462
condition,3a,3c,True,True,0.0,two-sided,fdr_bh,nan,-1.0717933920755156,0.7872355008003714
condition,3a,3d,True,True,0.0,two-sided,fdr_bh,nan,-1.1651532557779205,0.42407568522017636
condition,3b,3c,True,True,0.0,two-sided,fdr_bh,nan,-9.886266338122246,8.980985667908099
condition,3b,3d,True,True,0.0,two-sided,fdr_bh,nan,-1.4866357149917933,0.6932454775016692
condition,3c,3d,True,True,0.0,two-sided,fdr_bh,nan,-1.9106784520770208,1.3366473472806424
