Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,2.35616134651176,4,0.58904033662794,0.5058709718788934,0.7315437427784176,0.6582457360704457,0.0065640548288647,0.66324411925809,False,0.2535220680107988,0.031855661014605685
Error,69.86449541947121,60,1.1644082569911869,,,,,,,,
