subject,set,included,epoch_count,exclusion_reason
02,Change by 1,True,47,
02,Change by 2,True,52,
02,Change by 3,True,41,
03,Change by 1,True,52,
03,Change by 2,True,45,
03,Change by 3,True,35,
04,Change by 1,True,36,
04,Change by 2,True,45,
04,Change by 3,True,31,
05,Change by 1,True,37,
05,Change by 2,True,46,
05,Change by 3,True,28,
08,Change by 1,True,37,
08,Change by 2,True,43,
08,Change by 3,True,33,
09,Change by 1,True,37,
09,Change by 2,True,33,
09,Change by 3,True,32,
10,Change by 1,True,44,
10,Change by 2,True,44,
10,Change by 3,True,37,
11,Change by 1,True,42,
11,Change by 2,True,34,
11,Change by 3,True,31,
12,Change by 1,True,39,
12,Change by 2,True,35,
12,Change by 3,True,30,
13,Change by 1,True,44,
13,Change by 2,True,45,
13,Change by 3,True,34,
14,Change by 1,True,58,
14,Change by 2,True,48,
14,Change by 3,True,37,
15,Change by 1,True,33,
15,Change by 2,True,32,
15,Change by 3,True,26,
17,Change by 1,True,53,
17,Change by 2,True,53,
17,Change by 3,True,35,
21,Change by 1,True,42,
21,Change by 2,True,40,
21,Change by 3,True,34,
22,Change by 1,True,39,
22,Change by 2,True,50,
22,Change by 3,True,37,
23,Change by 1,True,46,
23,Change by 2,True,48,
23,Change by 3,True,41,
25,Change by 1,True,53,
25,Change by 2,True,38,
25,Change by 3,True,36,
26,Change by 1,True,64,
26,Change by 2,True,42,
26,Change by 3,True,34,
27,Change by 1,True,58,
27,Change by 2,True,52,
27,Change by 3,True,40,
28,Change by 1,True,35,
28,Change by 2,True,41,
28,Change by 3,True,29,
29,Change by 1,True,52,
29,Change by 2,True,52,
29,Change by 3,True,37,
31,Change by 1,True,58,
31,Change by 2,True,54,
31,Change by 3,True,39,
32,Change by 1,True,48,
32,Change by 2,True,49,
32,Change by 3,True,38,
33,Change by 1,True,52,
33,Change by 2,True,39,
33,Change by 3,True,36,
