Source,SS,DF,MS,F,p-unc,ng2,eps
condition,115.1111111111116,2,57.5555555555558,1.2154662313813516,0.30591799228412797,0.005723567174568822,0.8617772160433275
Error,2178.22222222223,46,47.35265700483109,,,,
