Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Large Ratio 0.67 (4:6),Small Ratio 0.67 (2:3),True,True,-0.8556213573943167,23.0,two-sided,0.401033208368756,0.299,-0.1212741446691922,-0.6001239009955256,0.2508179445549259
