analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
46_ACC0_ACC1,46 Correct,1.353548262803066,-4.7161504768153195,6.069698739618385,96.0,160.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
46_ACC0_ACC1,46 Incorrect,1.2523919368480005,-3.3150550802857666,4.567447017133767,96.0,176.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
