condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 3,24.0,-3.705400635599354,1.7582258365241519,-7.672777480410501,-4.479940923735887,-3.7805444305233067,-2.3343757102041542,-0.8993942044520373,0.3588963460051902
2 to 3,21.0,-3.176877680181204,1.3139377889707775,-5.7245601217378965,-3.870490369827745,-3.28364586634246,-2.0674191671072424,-1.10988415117786,0.2867247322105476
4 to 3,23.0,-3.784269169715125,1.8426243338919042,-8.012092625212896,-4.570817690502031,-3.624584564426933,-2.772462585684193,-0.6367524612137155,0.38421373330877806
5 to 3,24.0,-3.41599157946483,2.25542910647471,-8.302684363430055,-4.889238627846221,-3.2201247663496018,-1.8997086058840986,-0.2012028891576427,0.4603875384903692
6 to 3,23.0,-4.151500865274562,2.0454570730518773,-9.48608391169577,-5.254324103706898,-4.161589819823484,-2.492910837758533,-0.8226891354973692,0.42650728306631136
