Source,SS,DF,MS,F,p-unc,ng2,eps
condition,19.61100372662686,4,4.902750931656715,2.2939003605648534,0.06698250980256043,0.05889310837972056,0.7797067105902659
Error,162.43472350043945,76,2.137298993426835,,,,
