analysis_id,component,condition,n_subjects,collapsed_peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,peak_amplitude_roi,latency_frac_area_ms,latency_peak_ms,roi_channels
from_1_ACC1,P1,1 to 1,24,112.0,77.89139639105105,124.52506362119604,46.633667230144994,1.216092517213257,2.5154404965675368,112.86934451813026,120.0,E71;E75;E76;E70;E83;E74;E81;E82
from_1_ACC1,P1,1 to 2,24,112.0,77.89139639105105,124.52506362119604,46.633667230144994,-0.3641061526694063,0.36599937355597817,112.0,84.0,E71;E75;E76;E70;E83;E74;E81;E82
from_1_ACC1,P1,1 to 3,24,112.0,77.89139639105105,124.52506362119604,46.633667230144994,-0.20560273863836065,0.05772186907112564,112.0,80.0,E71;E75;E76;E70;E83;E74;E81;E82
from_1_ACC1,P1,1 to 4,24,112.0,77.89139639105105,124.52506362119604,46.633667230144994,0.3319694786865413,0.813161248296374,92.91149858351464,96.0,E71;E75;E76;E70;E83;E74;E81;E82
from_1_ACC1,N1,1 to 1,24,168.0,140.51800488014615,210.23645659449977,69.71845171435362,-1.1088405367074397,-2.0496297245135153,179.48809861493487,180.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from_1_ACC1,N1,1 to 2,24,168.0,140.51800488014615,210.23645659449977,69.71845171435362,-2.9463358538502162,-3.5484948265956104,172.86056128207255,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from_1_ACC1,N1,1 to 3,24,168.0,140.51800488014615,210.23645659449977,69.71845171435362,-3.965428767254758,-4.514153896652149,174.1768475065459,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from_1_ACC1,N1,1 to 4,24,168.0,140.51800488014615,210.23645659449977,69.71845171435362,-4.163170323365809,-5.080328047661081,174.02010969759064,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from_1_ACC1,P3b,1 to 1,24,456.0,353.1205069778147,537.0360369595749,183.91552998176013,-0.40033162113043474,0.23467133071365398,456.0,360.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
from_1_ACC1,P3b,1 to 2,24,456.0,353.1205069778147,537.0360369595749,183.91552998176013,1.6687232141203072,2.279445930562769,465.1036215718202,504.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
from_1_ACC1,P3b,1 to 3,24,456.0,353.1205069778147,537.0360369595749,183.91552998176013,3.037098553419184,3.853104269424187,452.5452915589202,440.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
from_1_ACC1,P3b,1 to 4,24,456.0,353.1205069778147,537.0360369595749,183.91552998176013,2.748092583017693,3.594311871676089,452.15057136992164,472.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
from_1_ACC1,Fz,1 to 1,24,100.0,86.35584804426702,113.05473682667659,26.69888878240957,-0.4683921616919084,-0.8078261304882993,104.43074550321829,112.0,E11;E4;E5;E12;E19;E18;E16;E10
from_1_ACC1,Fz,1 to 2,24,100.0,86.35584804426702,113.05473682667659,26.69888878240957,0.44501012669798595,0.2371183092833534,100.0,88.0,E11;E4;E5;E12;E19;E18;E16;E10
from_1_ACC1,Fz,1 to 3,24,100.0,86.35584804426702,113.05473682667659,26.69888878240957,0.5406039038999361,0.41682817829517627,100.0,88.0,E11;E4;E5;E12;E19;E18;E16;E10
from_1_ACC1,Fz,1 to 4,24,100.0,86.35584804426702,113.05473682667659,26.69888878240957,-0.28451464763300294,-0.3792903420869885,98.50874531482545,96.0,E11;E4;E5;E12;E19;E18;E16;E10
