condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 2,13.0,97.23076923076923,13.602413058926018,84.0,84.0,92.0,112.0,116.0,3.77263059646144
2 to 3,11.0,102.18181818181819,13.06765611590833,84.0,92.0,100.0,116.0,116.0,3.940046565987358
3 to 4,15.0,102.13333333333334,10.782702196883056,84.0,96.0,104.0,110.0,116.0,2.78408173570948
4 to 5,15.0,100.53333333333333,9.179687721631204,84.0,94.0,104.0,106.0,116.0,2.3701851779508236
5 to 6,13.0,100.61538461538461,10.563604668376396,84.0,92.0,100.0,108.0,116.0,2.9298167911970667
