condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 2,1.0,-4.03581219302125,,-4.03581219302125,-4.03581219302125,-4.03581219302125,-4.03581219302125,-4.03581219302125,
2 to 3,3.0,-4.772508544356053,1.143363634630409,-5.962760720526712,-5.317435297760063,-4.672109874993414,-4.177382456270723,-3.6826550375480327,0.6601213022354956
3 to 4,3.0,-2.8025382798695815,0.5792464452541013,-3.4104648591570497,-3.0752938871030446,-2.74012291504904,-2.4985749902258476,-2.2570270654026547,0.33442809109458915
