Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
1 to 2 - 2 to 3,-0.15430853237743294,0.8605002467498117,-0.17932421630356343,0.8576831331796686,0.8693547538298758
1 to 2 - 3 to 4,-0.611694693985925,0.8903751972555046,-0.687007787134474,0.49207782126973987,0.8693547538298758
1 to 2 - 4 to 5,-2.05870409451033,0.880781905476097,-2.3373596593103487,0.019420490857325667,0.14520394428195066
1 to 2 - 5 to 6,-2.958812165033284,1.0805252225628748,-2.738309206716471,0.006175598214933187,0.06006773136118956
2 to 3 - 3 to 4,-0.4573861616084921,0.8646307123832591,-0.5289959690973244,0.5968082461340725,0.8693547538298758
2 to 3 - 4 to 5,-1.904395562132897,0.8824985024990786,-2.1579589730067394,0.030931021735125963,0.197430154099447
2 to 3 - 5 to 6,-2.804503632655851,1.102913498106381,-2.5428137723139406,0.01099638198161279,0.0947241743206134
3 to 4 - 4 to 5,-1.4470094005244047,0.9065977193502132,-1.5960876247973814,0.11046923122531949,0.4430645346630817
3 to 4 - 5 to 6,-2.347117471047359,1.1291191554400029,-2.0787154834271835,0.03764350899628899,0.205642720813072
4 to 5 - 5 to 6,-0.900108070522954,1.0667602425912466,-0.8437772937023965,0.39879386611394474,0.8693547538298758
