Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,1281.3333333333285,2,640.6666666666642,1.0286684972308795,0.36555858985294554,0.3526074750817021,0.01662342155336441,0.7991869224498236,False,0.7487282738128355,0.04145401193141649
Error,28649.333333333343,46,622.8115942028987,,,,,,,,
