Source,SS,DF,MS,F,p-unc,ng2,eps
condition,12.158810649507998,2,6.079405324753999,3.2596009187456176,0.04743658668382643,0.033619993368482606,0.9610273123258078
Error,85.79352255376767,46,1.8650765772558189,,,,
