Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,30.165100237639546,3,10.055033412546516,7.649033698467668,0.000237706084911027,0.00459569673637292,0.10910445062424665,0.5013603502566158,False,0.04921179902812695,1.322094749147896e-09
Error,70.98567292052661,54,1.3145494985282706,,,,,,,,
