subject_id,condition,p1_amp,p1_lat_ms,n_epochs,n1_amp,n1_lat_ms,p2p_amp
02,Increasing (any step),3.5994136777257517,112.0,69,-3.2725985422515214,160.0,6.8720122199772735
02,Decreasing (any step),4.092463009319492,120.0,71,-3.4466158274373466,168.0,7.539078836756839
02,No Change,6.792882272329752,116.0,36,-0.6004052860745142,168.0,7.393287558404266
03,Increasing (any step),5.7745801863970385,100.0,66,-8.482692702215822,152.0,14.25727288861286
03,Decreasing (any step),5.483998485279139,104.0,66,-5.959021138020869,188.0,11.443019623300009
03,No Change,4.332871728693777,104.0,33,-7.645655283481421,156.0,11.9785270121752
04,Increasing (any step),0.7239500277452877,100.0,53,-1.281486525717073,204.0,2.005436553462361
04,Decreasing (any step),1.8087378173028033,120.0,59,-1.6905356160193812,196.0,3.4992734333221844
04,No Change,0.6712152697360502,120.0,44,-1.3965317025428408,196.0,2.067746972278891
05,Increasing (any step),0.8786926775384172,100.0,49,-6.851273225429265,172.0,7.729965902967683
05,Decreasing (any step),1.1626477341518648,112.0,62,-6.475113151970869,172.0,7.637760886122734
05,No Change,1.0175954868430381,112.0,41,-6.159420936198621,172.0,7.177016423041659
08,Increasing (any step),1.6463801118706567,96.0,50,-2.5401738775574523,200.0,4.186553989428109
08,Decreasing (any step),1.4320530268156122,120.0,63,-3.141385381380815,200.0,4.573438408196427
08,No Change,1.32217455100465,120.0,40,-3.321338017462792,204.0,4.643512568467442
09,Increasing (any step),3.7669845242573774,104.0,43,-6.015097608465154,168.0,9.78208213272253
09,Decreasing (any step),2.7512925024006,100.0,59,-6.1739555722291355,172.0,8.925248074629735
09,No Change,3.9608088721222177,104.0,36,-6.325436378755927,168.0,10.286245250878144
10,Increasing (any step),1.0949607525122373,108.0,63,-5.0604780657513,168.0,6.155438818263537
10,Decreasing (any step),0.26640942307577553,104.0,62,-5.528459081702849,168.0,5.794868504778624
10,No Change,1.37473005457693,104.0,39,-4.69530396628027,172.0,6.0700340208572
11,Increasing (any step),0.7693117624233178,104.0,55,-6.697630250767646,200.0,7.466942013190963
11,Decreasing (any step),0.13438113351367775,120.0,52,-7.915650560057691,196.0,8.05003169357137
11,No Change,1.8107047459636156,96.0,31,-4.717994602707787,200.0,6.5286993486714024
12,Increasing (any step),1.8855769708964343,120.0,52,-4.902095205607962,192.0,6.787672176504396
12,Decreasing (any step),2.29003707448163,120.0,52,-4.892282916884729,184.0,7.182319991366359
12,No Change,1.800882684831191,120.0,29,-5.453813971807086,196.0,7.254696656638277
13,Increasing (any step),3.199842121329398,120.0,58,-3.9269385777287975,204.0,7.1267806990581954
13,Decreasing (any step),3.5179297873588236,120.0,65,-4.24051355343212,204.0,7.758443340790944
13,No Change,2.2461446391625355,120.0,32,-4.936319739956006,204.0,7.182464379118541
14,Increasing (any step),0.36670928394619157,116.0,69,-4.777165774188631,160.0,5.143875058134822
14,Decreasing (any step),-0.15592975798190742,120.0,74,-3.5103792044821307,180.0,3.3544494465002233
14,No Change,0.884448229825129,116.0,38,-3.2962477959947836,164.0,4.180696025819913
