Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
1 to 3 - 2 to 3,-6.231971275960081,4.044873184444546,-1.5407086926548166,0.12338770024034673,0.7940837031254837
1 to 3 - 4 to 3,-9.100817943529776,3.880344769793495,-2.3453632301889775,0.01900855115572253,0.25014321456433936
1 to 3 - 5 to 3,-6.481115287665252,3.866828909888527,-1.6760801780216568,0.09372248880832434,0.721775325283331
1 to 3 - 6 to 3,-7.979715962201694,3.886134886707585,-2.0533811086939076,0.040035630022892565,0.4356200236669085
1 to 3 - Cardinality3,-4.161901146944088,4.035114527604524,-1.0314208229957806,0.30234352017687827,0.9726840491215453
2 to 3 - 4 to 3,-2.868846667569695,4.011934344687929,-0.7150781695538565,0.47456074246462254,0.9941899463933651
2 to 3 - 5 to 3,-0.24914401170517042,3.9325108037767205,-0.06335494653082618,0.9494838625976254,0.9941899463933651
2 to 3 - 6 to 3,-1.7477446862416128,3.9876103258185207,-0.4382937507523031,0.6611733554611947,0.9941899463933651
2 to 3 - Cardinality3,2.070070129015993,3.950117260747593,0.5240528299213615,0.6002417955111718,0.9941899463933651
4 to 3 - 5 to 3,2.6197026558645247,3.8671544585025734,0.6774238484590857,0.49813707128828666,0.9941899463933651
4 to 3 - 6 to 3,1.1211019813280823,3.9104884780775198,0.28669103300343696,0.7743489041412062,0.9941899463933651
4 to 3 - Cardinality3,4.938916796585688,3.984209561078379,1.239622745960407,0.21511496346086156,0.9303587520430393
5 to 3 - 6 to 3,-1.4986006745364424,3.8675042960750856,-0.38748519970806206,0.6983970397539747,0.9941899463933651
5 to 3 - Cardinality3,2.3192141407211633,3.8952986233789204,0.595388021550295,0.5515841305629499,0.9941899463933651
6 to 3 - Cardinality3,3.8178148152576057,3.9789039439837723,0.9595141951165375,0.337299772046606,0.9753478909718323
