condition,count,mean,std,min,25%,50%,75%,max,sem
54 Correct,12.0,3.6132177829816174,1.6584927188805716,1.0363835816707734,2.5187627712910645,3.613984370661759,5.009961985312922,6.064894308794082,0.4787656088473662
54 Incorrect,7.0,6.8429220323496365,4.0577450564595905,3.3266955795705013,4.1736040353083315,6.817568339981656,7.053360699480248,15.302260837318148,1.5336834718705459
