condition,count,mean,std,min,25%,50%,75%,max,sem
Cardinality (no change),18.0,-1.7660495530164935,1.2398813563584055,-4.829525362126649,-2.248156207275356,-1.7157736091863798,-0.7757874751126169,-0.2463030716775075,0.2922428383159343
Decrease by 1,13.0,-1.9971474885793372,1.2864343911851075,-5.357427005178447,-2.499851428544344,-1.65692851570879,-1.0104090389407736,-0.836573670204918,0.3567927046106312
Decrease by 2,21.0,-1.6368043642363275,1.0598866977791281,-4.58377967098092,-1.996997341719245,-1.2638434148272917,-1.1434166841758189,-0.4038964029346334,0.23128623907855422
Decrease by 3,17.0,-2.4560057150972665,1.5931508401233585,-6.667448426349377,-2.65686189935219,-2.213201390602149,-1.322742419086266,-0.8679751260656475,0.3863958347864777
Increase by 1,17.0,-1.4054945786478206,0.8539156040046918,-3.282802871572577,-1.6535734193636862,-1.275554206232116,-0.7874726026688394,-0.4430934282799539,0.20710495474555574
Increase by 2,13.0,-1.6985586495588512,1.2212938032977592,-4.171886942862197,-2.413041652812028,-1.1446347188460064,-0.758814708671252,-0.4599029047211254,0.33872595616896173
Increase by 3,13.0,-1.778848768611005,1.057191226495312,-3.8711103911926936,-2.218130267085665,-1.394769849473788,-0.9962194472542604,-0.5893538968420916,0.2932120903922701
