Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,159.42179447467032,6,26.57029907911172,15.634253855501555,1.2186972020652956e-13,1.132321690829903e-08,0.09317011297739651,0.5698943273339446,False,0.15894514412107077,0.00892686436836808
Error,234.52998184669605,138,1.6994926220775075,,,,,,,,
